measure,location,sex,age,rei,metric,year,val,upper,lower
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Alcohol use,Rate,1995,9.29974446139899,12.0398723287084,6.87544380745238
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,High fasting plasma glucose,Rate,1995,8.42929959754677,9.73397422627534,7.33033951426363
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1995,11.1323434462511,12.8214770842165,9.59449675870032
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,High systolic blood pressure,Rate,1995,26.0668700284029,29.351308927203302,23.127115057626103
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High systolic blood pressure,Rate,1995,31.3885098399482,34.8433248364776,28.384954184382998
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,High body-mass index,Rate,1995,19.9237442023371,26.386413982483,14.863487547211701
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High body-mass index,Rate,1995,20.910460159427803,28.234041717641606,15.3715385758676
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Diet high in sugar-sweetened beverages,Rate,1995,32.428778106598905,47.6553745894579,19.6200548574124
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1995,30.119574196101397,44.383254889084206,18.2837359569226
Summary exposure value,Brazil,Both,All ages,Short gestation,Rate,1995,13.596048045361881,14.550662331107947,12.693267341085804
Summary exposure value,Brazil,Both,Age-standardized,Short gestation,Rate,1995,13.592746892050785,14.547612909828644,12.69075684732198
Summary exposure value,Brazil,Both,All ages,Low birth weight,Rate,1995,8.462121479286683,8.839334523700042,8.082667640616208
Summary exposure value,Brazil,Both,Age-standardized,Low birth weight,Rate,1995,8.460933068487575,8.838053944042107,8.081480137055093
Summary exposure value,Brazil,Both,All ages,High LDL cholesterol,Rate,1995,39.625241565958966,43.1430117857072,36.1389298373873
Summary exposure value,Brazil,Both,Age-standardized,High LDL cholesterol,Rate,1995,41.06064061368409,44.39637741299851,37.82102873123981
Summary exposure value,Argentina,Both,All ages,Child wasting,Rate,1992,1.49121679276677,1.91776313120933,1.10244050928181
Summary exposure value,Argentina,Both,Age-standardized,Child wasting,Rate,1992,1.50463800599232,1.9324828609216902,1.1141756791364799
Summary exposure value,Argentina,Both,All ages,Child stunting,Rate,1992,7.116226366992249,8.899130216193301,4.661174206498861
Summary exposure value,Argentina,Both,Age-standardized,Child stunting,Rate,1992,7.101794799035679,8.881085231051621,4.65077537546306
Summary exposure value,Argentina,Both,All ages,Short gestation,Rate,1992,12.099554277853802,14.432777463083301,10.094741747475501
Summary exposure value,Argentina,Both,Age-standardized,Short gestation,Rate,1992,12.1030231222198,14.4361187906042,10.0973108699107
Summary exposure value,Argentina,Both,All ages,Low birth weight,Rate,1992,6.725174977658829,7.91781207252246,5.75868823237864
Summary exposure value,Argentina,Both,Age-standardized,Low birth weight,Rate,1992,6.7266537893914595,7.919300393807791,5.75967379357476
Summary exposure value,Argentina,Both,All ages,High LDL cholesterol,Rate,1992,37.7820817481678,41.2453784966688,34.6377212891619
Summary exposure value,Argentina,Both,Age-standardized,High LDL cholesterol,Rate,1992,37.57901645313379,41.0941064534394,34.4169076895772
Summary exposure value,Chile,Both,All ages,Ambient particulate matter pollution,Rate,1992,16.985586094019737,29.170356469606528,7.9671235077660825
Summary exposure value,Chile,Both,Age-standardized,Ambient particulate matter pollution,Rate,1992,17.252613149351458,29.508148963729102,8.108078544034383
Summary exposure value,Chile,Both,All ages,Household air pollution from solid fuels,Rate,1992,5.06096771865279,9.09316659092949,2.44856160922764
Summary exposure value,Chile,Both,Age-standardized,Household air pollution from solid fuels,Rate,1992,5.19960110966252,9.259482245350004,2.539108168362184
Summary exposure value,Chile,Both,All ages,Child underweight,Rate,1992,1.013615765278599,1.4908872849252488,0.5930083381882955
Summary exposure value,Chile,Both,Age-standardized,Child underweight,Rate,1992,1.0193410561010237,1.4987388300954254,0.5972161219761806
Summary exposure value,Chile,Both,All ages,Smoking,Rate,1992,17.80892429142912,21.12885034215887,14.89135018187805
Summary exposure value,Chile,Both,Age-standardized,Smoking,Rate,1992,17.93038778313961,21.22540359813753,14.978778998469295
Summary exposure value,Chile,Both,All ages,Alcohol use,Rate,1992,12.038524300744676,16.62527982590288,8.458245019705513
Summary exposure value,Chile,Both,Age-standardized,Alcohol use,Rate,1992,11.997091071583068,16.568723564218786,8.433317584134018
Summary exposure value,Chile,Both,All ages,Non-exclusive breastfeeding,Rate,2005,16.949047014150313,22.736125211031162,12.637964388639286
Summary exposure value,Chile,Both,Age-standardized,Non-exclusive breastfeeding,Rate,2005,16.959907388694145,22.75069374902985,12.646062367635839
Summary exposure value,Chile,Both,All ages,Discontinued breastfeeding,Rate,2005,15.890499874371775,17.492449067284106,14.279466593670195
Summary exposure value,Chile,Both,Age-standardized,Discontinued breastfeeding,Rate,2005,15.891868308102547,17.489906419124466,14.280051414445897
Summary exposure value,Chile,Both,All ages,Child wasting,Rate,2005,0.831195221859498,1.117444830675678,0.5565536305724794
Summary exposure value,Chile,Both,Age-standardized,Child wasting,Rate,2005,0.8391280102943907,1.126601561053934,0.5640991623224585
Summary exposure value,Chile,Both,All ages,Child stunting,Rate,2005,2.8788290753454526,3.9706572523112613,1.6500979242469602
Summary exposure value,Chile,Both,Age-standardized,Child stunting,Rate,2005,2.879554769179121,3.9724639263963017,1.6503522766130139
Summary exposure value,Chile,Both,All ages,Short gestation,Rate,2005,19.320213254405065,21.351570073189425,17.401771527342326
Summary exposure value,Chile,Both,Age-standardized,Short gestation,Rate,2005,19.329043490618343,21.3623674144694,17.410256305650645
Summary exposure value,Chile,Both,All ages,Low birth weight,Rate,2005,9.222288948746714,10.152027124288168,8.364124870034823
Summary exposure value,Chile,Both,Age-standardized,Low birth weight,Rate,2005,9.224680308445064,10.153217413782578,8.366971882737682
Summary exposure value,Chile,Both,All ages,High LDL cholesterol,Rate,2005,38.223293724809295,41.51906898624258,35.123426682849654
Summary exposure value,Chile,Both,Age-standardized,High LDL cholesterol,Rate,2005,38.56780448986333,41.8812567654627,35.48879448134762
Summary exposure value,Guyana,Both,All ages,High LDL cholesterol,Rate,1999,28.126825570522996,31.640154731937503,24.816630413752303
Summary exposure value,Guyana,Both,Age-standardized,High LDL cholesterol,Rate,1999,30.0948767970193,33.4686885158572,26.876558271963397
Summary exposure value,Guyana,Both,All ages,Non-exclusive breastfeeding,Rate,1992,26.1024669827368,37.387431597078205,17.5329783863731
Summary exposure value,Guyana,Both,Age-standardized,Non-exclusive breastfeeding,Rate,1992,26.126800993958604,37.3960553100683,17.549608735417703
Summary exposure value,Guyana,Both,All ages,Discontinued breastfeeding,Rate,1992,13.3958099293326,15.229676139826301,11.6590473350417
Summary exposure value,Guyana,Both,Age-standardized,Discontinued breastfeeding,Rate,1992,13.388250765333098,15.2125744502296,11.6504821875564
Summary exposure value,Guyana,Both,All ages,Child wasting,Rate,1992,6.14176868413411,6.98498786938932,5.1553142661286
Summary exposure value,Guyana,Both,Age-standardized,Child wasting,Rate,1992,6.13456235478247,6.977910895031431,5.1468905919068995
Summary exposure value,Guyana,Both,All ages,Child stunting,Rate,1992,11.150176078542403,13.2519529408306,7.780461583891809
Summary exposure value,Guyana,Both,Age-standardized,Child stunting,Rate,1992,11.153909611799499,13.258129244858699,7.7838013319039
Summary exposure value,Guyana,Both,All ages,Short gestation,Rate,1992,14.978047327915501,17.021286072696203,13.1079454186246
Summary exposure value,Guyana,Both,Age-standardized,Short gestation,Rate,1992,14.9696818989905,17.015143632230302,13.097198818728401
Summary exposure value,Guyana,Both,All ages,Low birth weight,Rate,1992,13.3372377272716,14.932855599634697,11.9541710036886
Summary exposure value,Guyana,Both,Age-standardized,Low birth weight,Rate,1992,13.333502869520403,14.928327281105899,11.947468187553401
Summary exposure value,Guyana,Both,All ages,High LDL cholesterol,Rate,1992,27.798630531100603,31.384250326611703,24.4262673491415
Summary exposure value,Guyana,Both,Age-standardized,High LDL cholesterol,Rate,1992,29.8314918679149,33.274149532631895,26.552778039660996
Summary exposure value,Chile,Both,All ages,High fasting plasma glucose,Rate,2003,10.096322522164314,11.387575574959714,8.870524362304511
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2003,10.976403832080553,12.387623289185857,9.660781543686983
Summary exposure value,Chile,Both,All ages,High systolic blood pressure,Rate,2003,24.19025155908989,25.90696056770845,22.54281924048471
Summary exposure value,Chile,Both,Age-standardized,High systolic blood pressure,Rate,2003,26.01443620451267,27.718998244847292,24.31467646845865
Summary exposure value,Chile,Both,All ages,High body-mass index,Rate,2003,29.778898567618278,40.18728339223996,21.860581842294646
Summary exposure value,Chile,Both,Age-standardized,High body-mass index,Rate,2003,29.49558081083839,39.615649237567354,21.718818429949835
Summary exposure value,Chile,Both,All ages,Diet high in sugar-sweetened beverages,Rate,2003,49.79181298671098,62.86715249978895,38.44026927755725
Summary exposure value,Chile,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2003,49.27902293700726,61.993816023504635,38.06172780707648
Summary exposure value,Chile,Both,All ages,Diet high in sodium,Rate,2003,32.088510266599926,56.040691838099335,7.975188910289104
Summary exposure value,Chile,Both,Age-standardized,Diet high in sodium,Rate,2003,32.0284251428868,55.99345562586184,7.93740221534174
Summary exposure value,Chile,Both,All ages,Low physical activity,Rate,2003,3.10956466772864,5.744961414983074,1.5584972437674383
Summary exposure value,Chile,Both,Age-standardized,Low physical activity,Rate,2003,3.201405302507223,5.842891772532875,1.625056140160947
Summary exposure value,Colombia,Both,All ages,Child underweight,Rate,2004,2.2773576647594997,3.1060458407965,1.48345968111594
Summary exposure value,Colombia,Both,Age-standardized,Child underweight,Rate,2004,2.27728165612052,3.1059346471874,1.4833269549661698
Summary exposure value,Colombia,Both,All ages,Smoking,Rate,2004,6.68374095657141,7.993131091316121,5.4722881839549
Summary exposure value,Colombia,Both,Age-standardized,Smoking,Rate,2004,6.98898265832544,8.37710272836026,5.7464436519041
Summary exposure value,Colombia,Both,All ages,Alcohol use,Rate,2004,6.60299377502859,8.90237450537516,4.66361669539116
Summary exposure value,Colombia,Both,Age-standardized,Alcohol use,Rate,2004,6.5770685051835,8.90695464553961,4.6488716549376194
Summary exposure value,Colombia,Both,All ages,High fasting plasma glucose,Rate,2004,11.6494773412732,12.937052437473401,10.4837070760807
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2004,13.6147866118683,15.121038727328303,12.293000526288901
Summary exposure value,Colombia,Both,All ages,High systolic blood pressure,Rate,2004,17.6421204171995,19.6761050577986,15.595159314703599
Summary exposure value,Colombia,Both,Age-standardized,High systolic blood pressure,Rate,2004,19.953848191407104,22.2046669691362,17.665319717657
Summary exposure value,Colombia,Both,All ages,High body-mass index,Rate,2004,19.0440510426085,24.9666145676198,14.564346578603601
Summary exposure value,Colombia,Both,Age-standardized,High body-mass index,Rate,2004,19.6109457186061,25.792377959045602,14.779652079267402
Summary exposure value,Colombia,Both,All ages,Diet high in sugar-sweetened beverages,Rate,2004,29.205150069159995,44.728260460465705,17.9773379743721
Summary exposure value,Colombia,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2004,28.3541258447196,43.463060232967806,17.455101716555802
Summary exposure value,Colombia,Both,All ages,Diet high in sodium,Rate,2004,58.61207313558741,76.33848153223329,33.4832280608944
Summary exposure value,Colombia,Both,Age-standardized,Diet high in sodium,Rate,2004,58.38165833337611,75.88052666996491,33.4769109951046
Summary exposure value,Colombia,Both,All ages,Low physical activity,Rate,2004,2.25585625365601,4.62628020927078,0.8545513513477059
Summary exposure value,Colombia,Both,Age-standardized,Low physical activity,Rate,2004,2.33540057798876,4.62635770096504,0.9351370867011142
Summary exposure value,Colombia,Both,All ages,Non-exclusive breastfeeding,Rate,2004,17.7310360469578,25.419423793725198,11.836314394285399
Summary exposure value,Colombia,Both,Age-standardized,Non-exclusive breastfeeding,Rate,2004,17.7411261285997,25.4338890545643,11.8430500062519
Summary exposure value,Colombia,Both,All ages,Discontinued breastfeeding,Rate,2004,13.8006229495409,14.291007842842099,13.367794275334901
Summary exposure value,Colombia,Both,Age-standardized,Discontinued breastfeeding,Rate,2004,13.801188414146601,14.2915930639161,13.368224946437698
Summary exposure value,Uruguay,Both,All ages,Ambient particulate matter pollution,Rate,1992,8.560650417718193,18.26620780327613,2.7081804725624083
Summary exposure value,Uruguay,Both,Age-standardized,Ambient particulate matter pollution,Rate,1992,8.418439828048466,17.901495679268777,2.669922634868211
Summary exposure value,Uruguay,Both,All ages,Household air pollution from solid fuels,Rate,1992,2.1404567551983673,4.035835631094108,0.832146847600076
Summary exposure value,Uruguay,Both,Age-standardized,Household air pollution from solid fuels,Rate,1992,2.085288071978356,3.8962439541183445,0.7965216545229816
Summary exposure value,Uruguay,Both,All ages,Child underweight,Rate,1992,2.2179656148953053,2.986481783778484,1.4663705756529652
Summary exposure value,Uruguay,Both,Age-standardized,Child underweight,Rate,1992,2.218710979491269,2.9859859398944923,1.4660479579654813
Summary exposure value,Uruguay,Both,All ages,Smoking,Rate,1992,17.21558808818075,19.770315160349984,14.939796107246414
Summary exposure value,Uruguay,Both,Age-standardized,Smoking,Rate,1992,17.10340605028718,19.72459569848695,14.783476433557102
Summary exposure value,Uruguay,Both,All ages,Alcohol use,Rate,1992,11.178137445163475,15.589762763407485,7.692949712187766
Summary exposure value,Uruguay,Both,Age-standardized,Alcohol use,Rate,1992,11.133990066902335,15.48969953469857,7.663353168536813
Summary exposure value,Uruguay,Both,All ages,High fasting plasma glucose,Rate,1992,3.7950621761751977,4.48802631207584,3.216734656393594
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1992,3.4429492979251326,4.142576510347771,2.883873620282776
Summary exposure value,Uruguay,Both,All ages,High systolic blood pressure,Rate,1992,27.01051964107685,32.17737311007159,22.417328784176448
Summary exposure value,Uruguay,Both,Age-standardized,High systolic blood pressure,Rate,1992,25.201541675469404,30.436857227656162,20.720253814367553
Summary exposure value,Uruguay,Both,All ages,High body-mass index,Rate,1992,14.318511413353546,20.326502139712506,9.842104080774128
Summary exposure value,Uruguay,Both,Age-standardized,High body-mass index,Rate,1992,13.841322721642008,19.60496975460361,9.594518113362843
Summary exposure value,Argentina,Both,All ages,Diet high in sodium,Rate,2004,29.931103144150605,54.4572810451742,7.033923978440999
Summary exposure value,Argentina,Both,Age-standardized,Diet high in sodium,Rate,2004,30.0126936219834,54.5500009727869,7.091190926507631
Summary exposure value,Argentina,Both,All ages,Low physical activity,Rate,2004,0.7833692233252569,2.6914488551054503,0.318180065122523
Summary exposure value,Argentina,Both,Age-standardized,Low physical activity,Rate,2004,0.7772508419600399,2.70604948589593,0.31328559323279004
Summary exposure value,Argentina,Both,All ages,Non-exclusive breastfeeding,Rate,2004,22.035023647028098,30.7183190951435,16.0196759673142
Summary exposure value,Argentina,Both,Age-standardized,Non-exclusive breastfeeding,Rate,2004,22.040035529301,30.725305999327894,16.023319654349997
Summary exposure value,Argentina,Both,All ages,Discontinued breastfeeding,Rate,2004,14.799776236006098,16.3312000314963,13.2133835928776
Summary exposure value,Argentina,Both,Age-standardized,Discontinued breastfeeding,Rate,2004,14.8005536111044,16.333956597591598,13.214437307660901
Summary exposure value,Guyana,Both,All ages,Non-exclusive breastfeeding,Rate,2000,26.343998015721105,37.34913154435921,17.7742164276594
Summary exposure value,Guyana,Both,Age-standardized,Non-exclusive breastfeeding,Rate,2000,26.3754098070262,37.39434222925549,17.7957319078048
Summary exposure value,Guyana,Both,All ages,Discontinued breastfeeding,Rate,2000,12.918589106342502,14.044596503951997,11.836478598542302
Summary exposure value,Guyana,Both,Age-standardized,Discontinued breastfeeding,Rate,2000,13.0127154009616,14.149921801692402,11.916852536968598
Summary exposure value,Guyana,Both,All ages,Child wasting,Rate,2000,5.91574867492968,6.759477610691291,4.93761507976702
Summary exposure value,Guyana,Both,Age-standardized,Child wasting,Rate,2000,5.9525623593442,6.79652817842979,4.9695298444267495
Summary exposure value,Guyana,Both,All ages,Child stunting,Rate,2000,9.74662780733563,11.679731642033902,6.63889908138495
Summary exposure value,Guyana,Both,Age-standardized,Child stunting,Rate,2000,9.7285715792011,11.6635574636798,6.6362741643401595
Summary exposure value,Guyana,Both,All ages,Short gestation,Rate,2000,13.6096051381122,14.993762424114198,12.329930417927
Summary exposure value,Guyana,Both,Age-standardized,Short gestation,Rate,2000,13.607014157234698,14.991059573823298,12.3268597183975
Summary exposure value,Guyana,Both,All ages,Low birth weight,Rate,2000,12.259128674322,13.2283884986744,11.3995639360983
Summary exposure value,Guyana,Both,Age-standardized,Low birth weight,Rate,2000,12.258074982627901,13.227378549314697,11.398388630104199
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Diet high in sodium,Rate,1993,39.137468233509296,63.666025060487094,10.332215005136801
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet high in sodium,Rate,1993,37.883242445776396,62.2790951292303,9.84185001481066
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Low physical activity,Rate,1993,1.2151136120666899,3.61684177719875,0.418477226138558
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Low physical activity,Rate,1993,1.27409236815537,3.3612076718585397,0.47853229730505703
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Non-exclusive breastfeeding,Rate,1993,29.388318038145,40.996729225439395,20.358711774691102
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Non-exclusive breastfeeding,Rate,1993,29.4090267866971,41.0249238755415,20.3733580376195
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Discontinued breastfeeding,Rate,1993,14.003249969615197,15.677622195903199,12.3154682036204
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Discontinued breastfeeding,Rate,1993,14.000656605500101,15.683326782804999,12.317574000974602
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Child wasting,Rate,1991,2.35270986672617,2.8666155451655797,1.81293569922958
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Child wasting,Rate,1991,2.3411468584941497,2.85390298591203,1.80336658440758
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Child stunting,Rate,1991,12.994429584491,15.2001174721307,9.06020468982033
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Child stunting,Rate,1991,13.019831048682098,15.2322215635163,9.075954754128091
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Short gestation,Rate,1991,12.4228013291842,14.774954883235,10.3290274078957
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Short gestation,Rate,1991,12.426687214756402,14.7804386515195,10.3344104088253
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,Low birth weight,Rate,1991,8.76591717164353,10.232282855877198,7.52033249363435
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Low birth weight,Rate,1991,8.767543298603039,10.2345495200049,7.5229179531139305
Summary exposure value,Venezuela (Bolivarian Republic of),Both,All ages,High LDL cholesterol,Rate,1991,25.9877931668593,29.501866633284703,22.751372545900097
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High LDL cholesterol,Rate,1991,27.882899523490103,31.235255923430604,24.765001648465898
Summary exposure value,Paraguay,Both,All ages,Child wasting,Rate,1991,0.7403044653286811,0.9442481038537991,0.5486514341066397
Summary exposure value,Paraguay,Both,Age-standardized,Child wasting,Rate,1991,0.742761235948493,0.9475339804411058,0.5510102654127342
Summary exposure value,Paraguay,Both,All ages,Child stunting,Rate,1991,9.821737839839011,12.243600718777806,6.539989255336913
Summary exposure value,Paraguay,Both,Age-standardized,Child stunting,Rate,1991,9.818503272582007,12.236214953222794,6.536231153070824
Summary exposure value,Guyana,Both,All ages,Non-exclusive breastfeeding,Rate,1996,26.291244944052693,37.39562028942579,17.638235773533705
Summary exposure value,Guyana,Both,Age-standardized,Non-exclusive breastfeeding,Rate,1996,26.3209756754549,37.4087705729747,17.6585227411141
Summary exposure value,Guyana,Both,All ages,Discontinued breastfeeding,Rate,1996,13.187611917360002,14.8420205037465,11.6069878528757
Summary exposure value,Guyana,Both,Age-standardized,Discontinued breastfeeding,Rate,1996,13.2209734428561,14.8665833942038,11.6228053068267
Summary exposure value,Guyana,Both,All ages,Child wasting,Rate,1996,6.165723749057269,7.0180678195093105,5.20755643191489
Summary exposure value,Guyana,Both,Age-standardized,Child wasting,Rate,1996,6.18654536544994,7.03752801706284,5.22626777125307
Summary exposure value,Guyana,Both,All ages,Child stunting,Rate,1996,10.208700318552198,12.199259428395697,7.03518329003857
Summary exposure value,Guyana,Both,Age-standardized,Child stunting,Rate,1996,10.198482159599301,12.1830763037196,7.026536673345531
Summary exposure value,Guyana,Both,All ages,Short gestation,Rate,1996,14.1653921216686,15.746876784092,12.6750651035995
Summary exposure value,Guyana,Both,Age-standardized,Short gestation,Rate,1996,14.1601622343488,15.7421107520569,12.670425257345899
Summary exposure value,Guyana,Both,All ages,Low birth weight,Rate,1996,12.703894046289602,13.9201479711906,11.661415685308699
Summary exposure value,Guyana,Both,Age-standardized,Low birth weight,Rate,1996,12.701681744677401,13.918989954387301,11.6590375071911
Summary exposure value,Chile,Both,All ages,High fasting plasma glucose,Rate,2007,11.342349841237642,12.639587556438334,10.041646324330362
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2007,11.859303631648485,13.220221027084206,10.482434457685114
Summary exposure value,Chile,Both,All ages,High systolic blood pressure,Rate,2007,24.95504849141867,27.001994832847735,23.073737785108776
Summary exposure value,Chile,Both,Age-standardized,High systolic blood pressure,Rate,2007,25.81410766052119,27.7992193747247,23.996503070827746
Summary exposure value,Chile,Both,All ages,High body-mass index,Rate,2007,31.549925285935387,42.065088899134764,23.113008051360957
Summary exposure value,Chile,Both,Age-standardized,High body-mass index,Rate,2007,30.94866472064005,40.70535989310602,22.873440576334687
Summary exposure value,Chile,Both,All ages,Diet high in sugar-sweetened beverages,Rate,2007,52.47974830311344,65.88852642612373,39.1856949152009
Summary exposure value,Chile,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2007,52.75882993470918,65.84976917510832,39.75065734707787
Summary exposure value,Chile,Both,All ages,Diet high in sodium,Rate,2007,31.680715503662064,55.87292138685782,7.639404033008298
Summary exposure value,Chile,Both,Age-standardized,Diet high in sodium,Rate,2007,31.736291853023168,55.801122879910714,7.660290268479228
Summary exposure value,Chile,Both,All ages,Low physical activity,Rate,2007,3.2659648139709034,5.988448158301008,1.6673777197861166
Summary exposure value,Chile,Both,Age-standardized,Low physical activity,Rate,2007,3.3240405157496498,6.072616198977694,1.7114029277690939
Summary exposure value,Peru,Both,All ages,Diet high in sodium,Rate,1992,37.4803560615644,63.51850458238499,6.18810318247352
Summary exposure value,Peru,Both,Age-standardized,Diet high in sodium,Rate,1992,37.2729915002492,62.8464674186397,6.40878782626743
Summary exposure value,Peru,Both,All ages,Low physical activity,Rate,1992,2.06748130706097,4.5576301685411,0.77286264300362
Summary exposure value,Peru,Both,Age-standardized,Low physical activity,Rate,1992,2.22205299159584,4.65293685806962,0.9005068452007791
Summary exposure value,Uruguay,Both,All ages,Child wasting,Rate,1992,1.3205899808343382,1.7156142139926926,0.9526518220442941
Summary exposure value,Uruguay,Both,Age-standardized,Child wasting,Rate,1992,1.3293136075901095,1.725528702766845,0.960426683387338
Summary exposure value,Uruguay,Both,All ages,Child stunting,Rate,1992,8.878983076286996,10.937983778158546,5.889413132833368
Summary exposure value,Uruguay,Both,Age-standardized,Child stunting,Rate,1992,8.866901152420322,10.92529654029655,5.88220944172061
Summary exposure value,Uruguay,Both,All ages,Short gestation,Rate,1992,12.934346307750982,15.212853807033005,10.938582835706264
Summary exposure value,Uruguay,Both,Age-standardized,Short gestation,Rate,1992,12.93682003226956,15.213071612122128,10.94061768002771
Summary exposure value,Uruguay,Both,All ages,Low birth weight,Rate,1992,7.7640126314353015,9.011674980781837,6.7068182852704075
Summary exposure value,Uruguay,Both,Age-standardized,Low birth weight,Rate,1992,7.764724046058766,9.011475987424223,6.707989980878801
Summary exposure value,Uruguay,Both,All ages,High LDL cholesterol,Rate,1992,43.66462717440986,46.81365028917196,40.50004214877485
Summary exposure value,Uruguay,Both,Age-standardized,High LDL cholesterol,Rate,1992,42.70612360594343,45.980123337985766,39.48455944567067
Summary exposure value,Chile,Both,All ages,High fasting plasma glucose,Rate,1990,6.478595408815699,7.4967238506228036,5.573139896912811
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1990,7.534518446815749,8.681610875161057,6.483968128228347
Summary exposure value,Chile,Both,All ages,High systolic blood pressure,Rate,1990,24.711475234912015,28.44541243666921,21.36929513158891
Summary exposure value,Chile,Both,Age-standardized,High systolic blood pressure,Rate,1990,27.892746239633283,31.709094275810767,24.390095854818206
Summary exposure value,Chile,Both,All ages,High body-mass index,Rate,1990,17.769542554563866,24.8049490940329,12.282355417194108
Summary exposure value,Chile,Both,Age-standardized,High body-mass index,Rate,1990,18.583901790321008,26.275833829409827,12.732429224045896
Summary exposure value,Chile,Both,All ages,Diet high in sugar-sweetened beverages,Rate,1990,37.037968473831754,52.98391930258174,22.575178953673255
Summary exposure value,Chile,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1990,35.57806233875145,51.40412227523215,21.699594604928905
Summary exposure value,Chile,Both,All ages,Diet high in sodium,Rate,1990,34.49822030139804,58.47999263081095,9.173935747198554
Summary exposure value,Chile,Both,Age-standardized,Diet high in sodium,Rate,1990,34.04450565410751,58.005978264978054,9.12945499866046
Summary exposure value,Chile,Both,All ages,Low physical activity,Rate,1990,2.720796597756665,5.488822505400854,1.12821459677461
Summary exposure value,Chile,Both,Age-standardized,Low physical activity,Rate,1990,2.810462733213616,5.553613313547118,1.2093374245849149
Summary exposure value,Argentina,Both,All ages,Ambient particulate matter pollution,Rate,2002,11.9387650781031,20.492487376968697,5.68642880748139
Summary exposure value,Argentina,Both,Age-standardized,Ambient particulate matter pollution,Rate,2002,11.973101434711502,20.531662078482395,5.70268277289211
Summary exposure value,Argentina,Both,All ages,Household air pollution from solid fuels,Rate,2002,1.28014578040153,2.56877706763933,0.540411251570489
Summary exposure value,Argentina,Both,Age-standardized,Household air pollution from solid fuels,Rate,2002,1.286237299961,2.57708024985941,0.544386073551546
Summary exposure value,Argentina,Both,All ages,Child underweight,Rate,2002,1.53743918139043,2.19440930584207,0.9662086107771599
Summary exposure value,Argentina,Both,Age-standardized,Child underweight,Rate,2002,1.53943793440407,2.19649274308133,0.9679718348199371
Summary exposure value,Argentina,Both,All ages,Smoking,Rate,2002,16.4314938000879,18.968371153368,14.260188645161904
Summary exposure value,Argentina,Both,Age-standardized,Smoking,Rate,2002,16.307388438814698,18.8310216396427,14.131765539993198
Summary exposure value,Argentina,Both,All ages,Alcohol use,Rate,2002,12.935983105844901,17.8951446487971,9.045959550117999
Summary exposure value,Argentina,Both,Age-standardized,Alcohol use,Rate,2002,12.977014437758,17.9682202946328,9.08162519833584
Summary exposure value,Argentina,Both,All ages,High fasting plasma glucose,Rate,2002,8.08031443041462,9.023126053489081,7.21379791147378
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2002,7.77342286065712,8.69633774223154,6.9390913518088695
Summary exposure value,Argentina,Both,All ages,High systolic blood pressure,Rate,2002,23.788597772245602,25.967563140013894,21.6304316384129
Summary exposure value,Argentina,Both,Age-standardized,High systolic blood pressure,Rate,2002,22.988822302382502,25.097960485548803,20.8953146887566
