measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Ecuador,Male,85-89,All causes,High fasting plasma glucose,Number,1990,1664.451600675765,2927.8798446694077,993.851219006254
DALYs (Disability-Adjusted Life Years),Ecuador,Female,85-89,All causes,High fasting plasma glucose,Number,1990,2881.5848005830176,4841.271773252468,1695.8155187119264
DALYs (Disability-Adjusted Life Years),Ecuador,Both,85-89,All causes,High fasting plasma glucose,Number,1990,4546.036401258779,7281.912470426413,2824.360404784688
DALYs (Disability-Adjusted Life Years),Ecuador,Male,90-94,All causes,High fasting plasma glucose,Number,1990,549.465877903178,1028.3588737837808,337.6355118258997
DALYs (Disability-Adjusted Life Years),Ecuador,Female,90-94,All causes,High fasting plasma glucose,Number,1990,538.5522324430078,1001.2656823103378,312.7475794770112
DALYs (Disability-Adjusted Life Years),Ecuador,Both,90-94,All causes,High fasting plasma glucose,Number,1990,1088.018110346186,1918.6396564328184,673.340319478969
DALYs (Disability-Adjusted Life Years),Chile,Male,95+ years,All causes,High fasting plasma glucose,Number,1990,145.04896981462701,216.00618332911358,94.5754642106178
DALYs (Disability-Adjusted Life Years),Chile,Female,95+ years,All causes,High fasting plasma glucose,Number,1990,211.37852372404828,392.76932268319865,125.84558489696168
DALYs (Disability-Adjusted Life Years),Chile,Both,95+ years,All causes,High fasting plasma glucose,Number,1990,356.4274935386756,570.9972962996351,226.57848126383635
DALYs (Disability-Adjusted Life Years),Chile,Male,80-84,All causes,High fasting plasma glucose,Number,2019,16463.704550795515,22652.191263024513,12016.667059757347
DALYs (Disability-Adjusted Life Years),Chile,Female,80-84,All causes,High fasting plasma glucose,Number,2019,20006.935058759664,26966.746208183697,14706.2751517779
DALYs (Disability-Adjusted Life Years),Chile,Both,80-84,All causes,High fasting plasma glucose,Number,2019,36470.639609555146,49059.548854613626,27128.315877428784
DALYs (Disability-Adjusted Life Years),Chile,Male,85-89,All causes,High fasting plasma glucose,Number,2019,10279.46259944997,14468.326528261245,7216.4991644239735
DALYs (Disability-Adjusted Life Years),Chile,Female,85-89,All causes,High fasting plasma glucose,Number,2019,16210.346485917229,22776.0211533934,11425.30174511307
DALYs (Disability-Adjusted Life Years),Chile,Both,85-89,All causes,High fasting plasma glucose,Number,2019,26489.809085367175,37289.29644102991,18756.69716529251
DALYs (Disability-Adjusted Life Years),Chile,Male,90-94,All causes,High fasting plasma glucose,Number,2019,4060.4277688482484,5827.616712410597,2722.5134768954645
DALYs (Disability-Adjusted Life Years),Chile,Female,90-94,All causes,High fasting plasma glucose,Number,2019,8186.5210325978915,12050.04378457282,5374.487943511851
DALYs (Disability-Adjusted Life Years),Chile,Both,90-94,All causes,High fasting plasma glucose,Number,2019,12246.948801446153,17682.940243999325,8308.449522225243
DALYs (Disability-Adjusted Life Years),Colombia,Male,80-84,All causes,High fasting plasma glucose,Number,1990,14173.128971206757,21919.859511391274,8895.603621159236
DALYs (Disability-Adjusted Life Years),Colombia,Female,80-84,All causes,High fasting plasma glucose,Number,1990,16283.478935270638,24333.8224207885,10695.32268206548
DALYs (Disability-Adjusted Life Years),Colombia,Both,80-84,All causes,High fasting plasma glucose,Number,1990,30456.607906477417,46514.099253597764,19502.129673339135
DALYs (Disability-Adjusted Life Years),Colombia,Male,85-89,All causes,High fasting plasma glucose,Number,1990,6696.739105606708,10533.923717796557,4064.6666439256655
DALYs (Disability-Adjusted Life Years),Colombia,Female,85-89,All causes,High fasting plasma glucose,Number,1990,8815.943803786953,13765.174343071682,5544.050421000448
DALYs (Disability-Adjusted Life Years),Colombia,Both,85-89,All causes,High fasting plasma glucose,Number,1990,15512.682909393656,24189.491025499574,9683.392282302546
DALYs (Disability-Adjusted Life Years),Colombia,Male,90-94,All causes,High fasting plasma glucose,Number,1990,2571.844683231387,4171.948292524953,1521.912128096894
DALYs (Disability-Adjusted Life Years),Colombia,Female,90-94,All causes,High fasting plasma glucose,Number,1990,3270.471688709313,5319.899741105856,1980.0507644090578
DALYs (Disability-Adjusted Life Years),Colombia,Both,90-94,All causes,High fasting plasma glucose,Number,1990,5842.316371940699,9504.723463362028,3511.8394385676434
DALYs (Disability-Adjusted Life Years),Guyana,Male,60-64 years,All causes,High fasting plasma glucose,Number,1990,2224.2130977423208,3367.0048291537696,1446.8511526177783
DALYs (Disability-Adjusted Life Years),Guyana,Female,60-64 years,All causes,High fasting plasma glucose,Number,1990,2215.8211244847557,2783.322148046507,1566.2367431059217
DALYs (Disability-Adjusted Life Years),Guyana,Both,60-64 years,All causes,High fasting plasma glucose,Number,1990,4440.034222227085,5993.538158937592,3173.5025313792203
DALYs (Disability-Adjusted Life Years),Guyana,Male,65-69 years,All causes,High fasting plasma glucose,Number,1990,1847.278013341828,2618.507272498927,1143.7865853847852
DALYs (Disability-Adjusted Life Years),Guyana,Female,65-69 years,All causes,High fasting plasma glucose,Number,1990,1988.4818915356761,2528.08402209539,1462.7910600906837
DALYs (Disability-Adjusted Life Years),Guyana,Both,65-69 years,All causes,High fasting plasma glucose,Number,1990,3835.7599048775,5075.12964009885,2776.330506519492
DALYs (Disability-Adjusted Life Years),Guyana,Male,70-74 years,All causes,High fasting plasma glucose,Number,1990,1631.0064782317486,2251.7086029454495,1034.9794047019404
DALYs (Disability-Adjusted Life Years),Guyana,Female,70-74 years,All causes,High fasting plasma glucose,Number,1990,1558.4566669909323,2015.4336292885453,1168.4561358768367
DALYs (Disability-Adjusted Life Years),Guyana,Both,70-74 years,All causes,High fasting plasma glucose,Number,1990,3189.463145222684,4222.298656897943,2320.415178692466
DALYs (Disability-Adjusted Life Years),Guyana,Male,75-79 years,All causes,High fasting plasma glucose,Number,1990,1159.856649692393,1573.7209105898291,779.6610361824521
DALYs (Disability-Adjusted Life Years),Guyana,Female,75-79 years,All causes,High fasting plasma glucose,Number,1990,1230.8446377026148,1613.33093192485,906.2240139561259
DALYs (Disability-Adjusted Life Years),Guyana,Both,75-79 years,All causes,High fasting plasma glucose,Number,1990,2390.7012873950107,3097.4969283210844,1804.9461689927139
DALYs (Disability-Adjusted Life Years),Ecuador,Male,<5 years,All causes,High fasting plasma glucose,Number,2019,140.23890453170557,236.57753844478833,79.14226437737979
DALYs (Disability-Adjusted Life Years),Ecuador,Female,<5 years,All causes,High fasting plasma glucose,Number,2019,117.66141021268045,187.71670080755243,66.35574339749085
DALYs (Disability-Adjusted Life Years),Ecuador,Both,<5 years,All causes,High fasting plasma glucose,Number,2019,257.9003147443864,393.67733198362555,156.4749236824848
DALYs (Disability-Adjusted Life Years),Ecuador,Male,5-9 years,All causes,High fasting plasma glucose,Number,2019,78.07789034465208,120.97986832662401,49.79508880797548
DALYs (Disability-Adjusted Life Years),Ecuador,Female,5-9 years,All causes,High fasting plasma glucose,Number,2019,99.7816774768059,149.05188134882056,65.10973553362307
DALYs (Disability-Adjusted Life Years),Ecuador,Both,5-9 years,All causes,High fasting plasma glucose,Number,2019,177.85956782145766,249.14010762211547,124.40704284476107
DALYs (Disability-Adjusted Life Years),Ecuador,Male,10-14 years,All causes,High fasting plasma glucose,Number,2019,118.61134654113366,174.32495222912837,73.43796121503013
DALYs (Disability-Adjusted Life Years),Ecuador,Female,10-14 years,All causes,High fasting plasma glucose,Number,2019,174.9811556348906,261.120826187217,108.91630156957966
DALYs (Disability-Adjusted Life Years),Ecuador,Both,10-14 years,All causes,High fasting plasma glucose,Number,2019,293.59250217602454,408.26802216835097,192.53609379179474
DALYs (Disability-Adjusted Life Years),Ecuador,Male,15-19 years,All causes,High fasting plasma glucose,Number,2019,524.7805710308837,728.6309058251676,375.5555446833642
DALYs (Disability-Adjusted Life Years),Ecuador,Female,15-19 years,All causes,High fasting plasma glucose,Number,2019,579.0834141636059,766.3346672995577,429.17248994602056
DALYs (Disability-Adjusted Life Years),Ecuador,Both,15-19 years,All causes,High fasting plasma glucose,Number,2019,1103.8639851944895,1436.7084510469585,831.5528839889167
DALYs (Disability-Adjusted Life Years),Ecuador,Male,20-24 years,All causes,High fasting plasma glucose,Number,2019,1043.5052891859852,1377.2246898465091,756.581333518987
DALYs (Disability-Adjusted Life Years),Ecuador,Female,20-24 years,All causes,High fasting plasma glucose,Number,2019,905.422384695684,1232.6948194441404,655.119124766433
DALYs (Disability-Adjusted Life Years),Ecuador,Both,20-24 years,All causes,High fasting plasma glucose,Number,2019,1948.9276738816668,2510.3900916704524,1461.564811353995
DALYs (Disability-Adjusted Life Years),Ecuador,Male,25-29 years,All causes,High fasting plasma glucose,Number,2019,2145.0406049826715,2993.618315619398,1551.208394655429
DALYs (Disability-Adjusted Life Years),Ecuador,Female,25-29 years,All causes,High fasting plasma glucose,Number,2019,1637.8993107215638,2253.4186465177486,1189.4325280356557
DALYs (Disability-Adjusted Life Years),Ecuador,Both,25-29 years,All causes,High fasting plasma glucose,Number,2019,3782.939915704237,5065.344556733374,2784.7562280739085
DALYs (Disability-Adjusted Life Years),Ecuador,Male,30-34 years,All causes,High fasting plasma glucose,Number,2019,3072.32300221593,4083.5078986562858,2271.0365775253463
DALYs (Disability-Adjusted Life Years),Ecuador,Female,30-34 years,All causes,High fasting plasma glucose,Number,2019,2412.825637652469,3235.079574803504,1759.7069176720572
DALYs (Disability-Adjusted Life Years),Ecuador,Both,30-34 years,All causes,High fasting plasma glucose,Number,2019,5485.148639868397,7212.227093609027,4143.165261103148
DALYs (Disability-Adjusted Life Years),Ecuador,Male,95+ years,All causes,High fasting plasma glucose,Number,2019,613.4735100016654,1019.282864223381,373.6319841267861
DALYs (Disability-Adjusted Life Years),Ecuador,Female,95+ years,All causes,High fasting plasma glucose,Number,2019,843.9762202764427,1412.488525313207,549.6722953825322
DALYs (Disability-Adjusted Life Years),Ecuador,Both,95+ years,All causes,High fasting plasma glucose,Number,2019,1457.449730278109,2353.4902454948465,958.8106387282421
DALYs (Disability-Adjusted Life Years),Paraguay,Male,15-19 years,All causes,High fasting plasma glucose,Number,2019,163.1549888726913,236.5543153225121,110.99795870293191
DALYs (Disability-Adjusted Life Years),Paraguay,Female,15-19 years,All causes,High fasting plasma glucose,Number,2019,223.9621437939317,315.7131640451165,157.32729535566605
DALYs (Disability-Adjusted Life Years),Paraguay,Both,15-19 years,All causes,High fasting plasma glucose,Number,2019,387.11713266662395,516.0598750817765,285.5636654871734
DALYs (Disability-Adjusted Life Years),Paraguay,Male,20-24 years,All causes,High fasting plasma glucose,Number,2019,345.43477366354375,499.949607544095,239.7394266380739
DALYs (Disability-Adjusted Life Years),Paraguay,Female,20-24 years,All causes,High fasting plasma glucose,Number,2019,350.7447670442781,484.2811237265333,243.68329012384805
DALYs (Disability-Adjusted Life Years),Paraguay,Both,20-24 years,All causes,High fasting plasma glucose,Number,2019,696.1795407078214,934.0400756620672,505.5854005185122
DALYs (Disability-Adjusted Life Years),Paraguay,Male,25-29 years,All causes,High fasting plasma glucose,Number,2019,756.8988060040177,1062.9838407032573,546.4027031912201
DALYs (Disability-Adjusted Life Years),Paraguay,Female,25-29 years,All causes,High fasting plasma glucose,Number,2019,599.8533705124322,821.6878386885109,420.4130874259224
DALYs (Disability-Adjusted Life Years),Paraguay,Both,25-29 years,All causes,High fasting plasma glucose,Number,2019,1356.7521765164486,1842.225825872921,1004.7943096681386
DALYs (Disability-Adjusted Life Years),Paraguay,Male,30-34 years,All causes,High fasting plasma glucose,Number,2019,1209.506805206158,1642.5196182953118,884.6127765454827
DALYs (Disability-Adjusted Life Years),Paraguay,Female,30-34 years,All causes,High fasting plasma glucose,Number,2019,901.323183912385,1224.7420473101395,638.1765376094634
DALYs (Disability-Adjusted Life Years),Paraguay,Both,30-34 years,All causes,High fasting plasma glucose,Number,2019,2110.829989118543,2759.856720602372,1574.4318790471134
DALYs (Disability-Adjusted Life Years),Paraguay,Male,35-39 years,All causes,High fasting plasma glucose,Number,2019,1640.7239619133975,2151.99762169126,1212.443186348073
DALYs (Disability-Adjusted Life Years),Paraguay,Female,35-39 years,All causes,High fasting plasma glucose,Number,2019,1295.759774083567,1704.637756952672,948.85803252491
DALYs (Disability-Adjusted Life Years),Paraguay,Both,35-39 years,All causes,High fasting plasma glucose,Number,2019,2936.483735996961,3739.9895123564793,2209.878543701405
DALYs (Disability-Adjusted Life Years),Paraguay,Male,40-44 years,All causes,High fasting plasma glucose,Number,2019,2623.054688751409,3357.036746791369,1966.7334495421524
DALYs (Disability-Adjusted Life Years),Paraguay,Female,40-44 years,All causes,High fasting plasma glucose,Number,2019,1943.0424311140887,2551.55157566202,1445.6671552351456
DALYs (Disability-Adjusted Life Years),Paraguay,Both,40-44 years,All causes,High fasting plasma glucose,Number,2019,4566.097119865494,5896.918604276904,3409.8746086971087
DALYs (Disability-Adjusted Life Years),Paraguay,Male,45-49 years,All causes,High fasting plasma glucose,Number,2019,4109.084608243713,5389.467478263638,3027.601987622906
DALYs (Disability-Adjusted Life Years),Paraguay,Female,45-49 years,All causes,High fasting plasma glucose,Number,2019,3378.2495640546445,4438.032562342823,2517.1433703607267
DALYs (Disability-Adjusted Life Years),Paraguay,Both,45-49 years,All causes,High fasting plasma glucose,Number,2019,7487.334172298362,9782.357557322499,5706.299080445078
DALYs (Disability-Adjusted Life Years),Paraguay,Male,50-54 years,All causes,High fasting plasma glucose,Number,2019,6682.823911135075,8646.80193195018,4950.041516376714
DALYs (Disability-Adjusted Life Years),Paraguay,Female,50-54 years,All causes,High fasting plasma glucose,Number,2019,5410.11170202906,6955.33471516958,4076.9816782233006
DALYs (Disability-Adjusted Life Years),Paraguay,Both,50-54 years,All causes,High fasting plasma glucose,Number,2019,12092.935613164142,15566.309984067642,9098.183135408579
DALYs (Disability-Adjusted Life Years),Paraguay,Male,55-59 years,All causes,High fasting plasma glucose,Number,2019,9353.029193055914,13669.284068423529,6655.70717949693
DALYs (Disability-Adjusted Life Years),Paraguay,Female,55-59 years,All causes,High fasting plasma glucose,Number,2019,7534.793775950521,9670.746800992914,5729.852188151889
DALYs (Disability-Adjusted Life Years),Paraguay,Both,55-59 years,All causes,High fasting plasma glucose,Number,2019,16887.822969006433,22767.77750689691,12560.055349082068
DALYs (Disability-Adjusted Life Years),Paraguay,Male,60-64 years,All causes,High fasting plasma glucose,Number,2019,12681.187043026952,17801.93511002375,8519.75225136859
DALYs (Disability-Adjusted Life Years),Paraguay,Female,60-64 years,All causes,High fasting plasma glucose,Number,2019,9255.675756840965,12524.743338067787,6988.122571848851
DALYs (Disability-Adjusted Life Years),Paraguay,Both,60-64 years,All causes,High fasting plasma glucose,Number,2019,21936.862799867933,29706.314078793537,16010.880631586533
DALYs (Disability-Adjusted Life Years),Paraguay,Male,65-69 years,All causes,High fasting plasma glucose,Number,2019,12817.364708601572,17602.98361131315,9035.134984268574
DALYs (Disability-Adjusted Life Years),Paraguay,Female,65-69 years,All causes,High fasting plasma glucose,Number,2019,9379.090155797849,12586.744701381318,6885.2706647629075
DALYs (Disability-Adjusted Life Years),Paraguay,Both,65-69 years,All causes,High fasting plasma glucose,Number,2019,22196.454864399424,29525.35976092635,16692.010841420444
DALYs (Disability-Adjusted Life Years),Paraguay,Male,70-74 years,All causes,High fasting plasma glucose,Number,2019,10569.377676133094,14372.053321320991,7761.020496462717
DALYs (Disability-Adjusted Life Years),Paraguay,Female,70-74 years,All causes,High fasting plasma glucose,Number,2019,8606.45297137483,11380.237254606342,6325.409997124083
DALYs (Disability-Adjusted Life Years),Paraguay,Both,70-74 years,All causes,High fasting plasma glucose,Number,2019,19175.830647507933,24777.797908550598,14556.250057275283
DALYs (Disability-Adjusted Life Years),Guyana,Male,80-84,All causes,High fasting plasma glucose,Number,1990,525.0282509373142,809.6326101204553,329.23074586283064
DALYs (Disability-Adjusted Life Years),Guyana,Female,80-84,All causes,High fasting plasma glucose,Number,1990,623.0484689149989,942.9519512102255,416.4395458059784
DALYs (Disability-Adjusted Life Years),Guyana,Both,80-84,All causes,High fasting plasma glucose,Number,1990,1148.0767198523135,1730.2184948759568,775.6220135013147
DALYs (Disability-Adjusted Life Years),Guyana,Male,60-64 years,All causes,High fasting plasma glucose,Number,2019,3766.362903349306,4927.356803391904,2745.0979008501567
DALYs (Disability-Adjusted Life Years),Guyana,Female,60-64 years,All causes,High fasting plasma glucose,Number,2019,3334.3455845544595,4218.831655835283,2553.067222466725
DALYs (Disability-Adjusted Life Years),Guyana,Both,60-64 years,All causes,High fasting plasma glucose,Number,2019,7100.70848790375,9024.82228141104,5420.801364781171
DALYs (Disability-Adjusted Life Years),Guyana,Male,65-69 years,All causes,High fasting plasma glucose,Number,2019,3275.2999106332077,4449.5802541252,2342.760738286843
DALYs (Disability-Adjusted Life Years),Guyana,Female,65-69 years,All causes,High fasting plasma glucose,Number,2019,2988.3589566287937,3828.281737828707,2231.2374888734853
DALYs (Disability-Adjusted Life Years),Guyana,Both,65-69 years,All causes,High fasting plasma glucose,Number,2019,6263.658867262008,8122.720090879038,4718.453410958135
DALYs (Disability-Adjusted Life Years),Guyana,Male,70-74 years,All causes,High fasting plasma glucose,Number,2019,2072.041545708552,2799.2116929250788,1483.817157672817
DALYs (Disability-Adjusted Life Years),Guyana,Female,70-74 years,All causes,High fasting plasma glucose,Number,2019,2129.0843966194857,2768.687619532802,1591.8476314641516
DALYs (Disability-Adjusted Life Years),Guyana,Both,70-74 years,All causes,High fasting plasma glucose,Number,2019,4201.125942328028,5438.587788744963,3150.0069085350246
DALYs (Disability-Adjusted Life Years),Guyana,Male,75-79 years,All causes,High fasting plasma glucose,Number,2019,1299.3537431464422,1757.73396232007,942.3076431654911
DALYs (Disability-Adjusted Life Years),Guyana,Female,75-79 years,All causes,High fasting plasma glucose,Number,2019,1547.2366108356282,2040.0485231562357,1153.8844595970445
DALYs (Disability-Adjusted Life Years),Guyana,Both,75-79 years,All causes,High fasting plasma glucose,Number,2019,2846.590353982069,3688.9878299073025,2162.6735466938353
DALYs (Disability-Adjusted Life Years),Colombia,Male,55-59 years,All causes,High fasting plasma glucose,Number,2019,56544.758424353895,76967.8369627717,38012.5684067439
DALYs (Disability-Adjusted Life Years),Colombia,Female,55-59 years,All causes,High fasting plasma glucose,Number,2019,44668.43140092224,59326.40114502026,32947.8206212716
DALYs (Disability-Adjusted Life Years),Colombia,Both,55-59 years,All causes,High fasting plasma glucose,Number,2019,101213.18982527625,133239.3178834665,72540.67467308356
DALYs (Disability-Adjusted Life Years),Colombia,Male,60-64 years,All causes,High fasting plasma glucose,Number,2019,70551.65686635613,92896.6154746493,51638.89089221805
DALYs (Disability-Adjusted Life Years),Colombia,Female,60-64 years,All causes,High fasting plasma glucose,Number,2019,57914.622377221414,79968.48180616109,41884.556363560936
DALYs (Disability-Adjusted Life Years),Colombia,Both,60-64 years,All causes,High fasting plasma glucose,Number,2019,128466.27924357766,168510.75329156345,95259.16258030765
DALYs (Disability-Adjusted Life Years),Colombia,Male,65-69 years,All causes,High fasting plasma glucose,Number,2019,68957.53012153822,94287.17343242651,49577.99892329499
DALYs (Disability-Adjusted Life Years),Colombia,Female,65-69 years,All causes,High fasting plasma glucose,Number,2019,61386.703583067356,81180.90521418834,44372.78871209189
DALYs (Disability-Adjusted Life Years),Colombia,Both,65-69 years,All causes,High fasting plasma glucose,Number,2019,130344.23370460555,175859.1014620248,95543.15579320195
DALYs (Disability-Adjusted Life Years),Colombia,Male,70-74 years,All causes,High fasting plasma glucose,Number,2019,62993.34805218279,87461.56205800845,45420.9407654667
DALYs (Disability-Adjusted Life Years),Colombia,Female,70-74 years,All causes,High fasting plasma glucose,Number,2019,57982.08133459558,76924.92362024402,42610.972867880875
DALYs (Disability-Adjusted Life Years),Colombia,Both,70-74 years,All causes,High fasting plasma glucose,Number,2019,120975.42938677831,162636.43365852442,89297.23990407053
DALYs (Disability-Adjusted Life Years),Colombia,Male,75-79 years,All causes,High fasting plasma glucose,Number,2019,51846.149189260774,69750.52612734339,37295.423620662725
DALYs (Disability-Adjusted Life Years),Colombia,Female,75-79 years,All causes,High fasting plasma glucose,Number,2019,52468.28050752635,69445.8754646992,38823.342566749634
DALYs (Disability-Adjusted Life Years),Colombia,Both,75-79 years,All causes,High fasting plasma glucose,Number,2019,104314.42969678724,138362.60612040223,76744.38023238056
DALYs (Disability-Adjusted Life Years),Uruguay,Male,15-19 years,All causes,High fasting plasma glucose,Number,2019,49.57104877759734,68.40358007433645,35.488225319290926
DALYs (Disability-Adjusted Life Years),Uruguay,Female,15-19 years,All causes,High fasting plasma glucose,Number,2019,50.12521052022792,67.13262923026362,36.07235916040409
DALYs (Disability-Adjusted Life Years),Uruguay,Both,15-19 years,All causes,High fasting plasma glucose,Number,2019,99.69625929782514,133.83413218528682,73.85365133468028
DALYs (Disability-Adjusted Life Years),Uruguay,Male,20-24 years,All causes,High fasting plasma glucose,Number,2019,80.50334359874849,104.25270114361719,60.83276003022254
DALYs (Disability-Adjusted Life Years),Uruguay,Female,20-24 years,All causes,High fasting plasma glucose,Number,2019,88.9726219856317,114.29986300465428,67.89894071867762
DALYs (Disability-Adjusted Life Years),Uruguay,Both,20-24 years,All causes,High fasting plasma glucose,Number,2019,169.47596558438025,213.2893066505627,133.34911350536308
DALYs (Disability-Adjusted Life Years),Uruguay,Male,25-29 years,All causes,High fasting plasma glucose,Number,2019,159.72651351935374,216.4191930573734,116.65313135554499
DALYs (Disability-Adjusted Life Years),Uruguay,Female,25-29 years,All causes,High fasting plasma glucose,Number,2019,123.84059720822047,166.9963729410771,90.97433477517092
DALYs (Disability-Adjusted Life Years),Uruguay,Both,25-29 years,All causes,High fasting plasma glucose,Number,2019,283.56711072757327,370.34024701973027,211.95381701163825
DALYs (Disability-Adjusted Life Years),Uruguay,Male,30-34 years,All causes,High fasting plasma glucose,Number,2019,254.63411172609128,329.1032269660873,195.92739423523685
DALYs (Disability-Adjusted Life Years),Uruguay,Female,30-34 years,All causes,High fasting plasma glucose,Number,2019,221.0429793483398,295.6404456183617,165.88759904019912
DALYs (Disability-Adjusted Life Years),Uruguay,Both,30-34 years,All causes,High fasting plasma glucose,Number,2019,475.67709107443113,604.4642415649344,369.4735813647925
DALYs (Disability-Adjusted Life Years),Uruguay,Male,35-39 years,All causes,High fasting plasma glucose,Number,2019,410.49251511394334,519.5431172510744,318.5245032503812
DALYs (Disability-Adjusted Life Years),Uruguay,Female,35-39 years,All causes,High fasting plasma glucose,Number,2019,333.96860381312996,433.69231570620946,253.4490353556008
DALYs (Disability-Adjusted Life Years),Uruguay,Both,35-39 years,All causes,High fasting plasma glucose,Number,2019,744.461118927073,940.9826264273947,580.0410293102559
DALYs (Disability-Adjusted Life Years),Uruguay,Male,40-44 years,All causes,High fasting plasma glucose,Number,2019,714.4914074937773,894.1651338844268,554.6603264214258
DALYs (Disability-Adjusted Life Years),Uruguay,Female,40-44 years,All causes,High fasting plasma glucose,Number,2019,519.7471497519988,678.079675731278,388.5501339706805
DALYs (Disability-Adjusted Life Years),Uruguay,Both,40-44 years,All causes,High fasting plasma glucose,Number,2019,1234.2385572457738,1546.0830211818045,968.1245859244247
DALYs (Disability-Adjusted Life Years),Uruguay,Male,45-49 years,All causes,High fasting plasma glucose,Number,2019,1142.912007346179,1446.3780968532908,880.2806772709555
DALYs (Disability-Adjusted Life Years),Uruguay,Female,45-49 years,All causes,High fasting plasma glucose,Number,2019,754.8609155620721,989.8835054127705,567.1978221697369
DALYs (Disability-Adjusted Life Years),Uruguay,Both,45-49 years,All causes,High fasting plasma glucose,Number,2019,1897.7729229082477,2413.2755171751946,1471.5616996665406
DALYs (Disability-Adjusted Life Years),Uruguay,Male,50-54 years,All causes,High fasting plasma glucose,Number,2019,1879.6292054000492,2381.591431952739,1458.1950769757646
DALYs (Disability-Adjusted Life Years),Uruguay,Female,50-54 years,All causes,High fasting plasma glucose,Number,2019,1267.6746621129264,1625.4901214953998,963.7078826292822
DALYs (Disability-Adjusted Life Years),Uruguay,Both,50-54 years,All causes,High fasting plasma glucose,Number,2019,3147.303867512977,3947.6520560941785,2479.381552358382
DALYs (Disability-Adjusted Life Years),Guyana,Male,80-84,All causes,High fasting plasma glucose,Number,2019,692.2363329258734,995.9020727784027,466.401811952649
DALYs (Disability-Adjusted Life Years),Guyana,Female,80-84,All causes,High fasting plasma glucose,Number,2019,960.7857114898112,1369.4888419984434,683.5917577734024
DALYs (Disability-Adjusted Life Years),Guyana,Both,80-84,All causes,High fasting plasma glucose,Number,2019,1653.0220444156869,2331.9666388943792,1168.2401725630807
DALYs (Disability-Adjusted Life Years),Uruguay,Male,55-59 years,All causes,High fasting plasma glucose,Number,2019,3251.7372321906596,4104.914174829739,2510.9266977499756
DALYs (Disability-Adjusted Life Years),Uruguay,Female,55-59 years,All causes,High fasting plasma glucose,Number,2019,2066.5549385896325,2649.505797352436,1579.497228141688
DALYs (Disability-Adjusted Life Years),Uruguay,Both,55-59 years,All causes,High fasting plasma glucose,Number,2019,5318.292170780291,6651.496645385236,4156.454964002605
DALYs (Disability-Adjusted Life Years),Uruguay,Male,60-64 years,All causes,High fasting plasma glucose,Number,2019,5118.120705911539,7671.416696936218,3657.543389382711
DALYs (Disability-Adjusted Life Years),Uruguay,Female,60-64 years,All causes,High fasting plasma glucose,Number,2019,2888.4320823377643,3675.210370788605,2223.9485320346184
DALYs (Disability-Adjusted Life Years),Uruguay,Both,60-64 years,All causes,High fasting plasma glucose,Number,2019,8006.552788249297,11141.033360380274,5997.608417908393
DALYs (Disability-Adjusted Life Years),Uruguay,Male,65-69 years,All causes,High fasting plasma glucose,Number,2019,6614.098934953417,9072.010854874083,4362.139016585787
DALYs (Disability-Adjusted Life Years),Uruguay,Female,65-69 years,All causes,High fasting plasma glucose,Number,2019,3434.315221634458,4393.863358236642,2671.932266104361
DALYs (Disability-Adjusted Life Years),Uruguay,Both,65-69 years,All causes,High fasting plasma glucose,Number,2019,10048.414156587869,13060.17566337244,7254.23784349301
DALYs (Disability-Adjusted Life Years),Uruguay,Male,70-74 years,All causes,High fasting plasma glucose,Number,2019,6768.969858407883,9175.532069065306,4670.121467166304
DALYs (Disability-Adjusted Life Years),Uruguay,Female,70-74 years,All causes,High fasting plasma glucose,Number,2019,4071.7938342391744,5302.176691095378,3155.1151743151936
DALYs (Disability-Adjusted Life Years),Uruguay,Both,70-74 years,All causes,High fasting plasma glucose,Number,2019,10840.763692647048,14237.738453254082,8102.475357620674
DALYs (Disability-Adjusted Life Years),Guyana,Male,5-9 years,All causes,High fasting plasma glucose,Number,2019,10.032064330876164,14.203124718818652,6.409209055779178
DALYs (Disability-Adjusted Life Years),Guyana,Female,5-9 years,All causes,High fasting plasma glucose,Number,2019,12.926480877158529,18.74179891377937,8.158584266416181
DALYs (Disability-Adjusted Life Years),Guyana,Both,5-9 years,All causes,High fasting plasma glucose,Number,2019,22.958545208034717,32.04780621661979,15.020695947658238
DALYs (Disability-Adjusted Life Years),Guyana,Male,10-14 years,All causes,High fasting plasma glucose,Number,2019,16.194024504245316,23.702736641749862,9.92857288012444
DALYs (Disability-Adjusted Life Years),Guyana,Female,10-14 years,All causes,High fasting plasma glucose,Number,2019,20.148561842102975,28.526467784064263,12.780591264884501
DALYs (Disability-Adjusted Life Years),Guyana,Both,10-14 years,All causes,High fasting plasma glucose,Number,2019,36.342586346348355,50.42030506620323,24.17731876084438
DALYs (Disability-Adjusted Life Years),Guyana,Male,15-19 years,All causes,High fasting plasma glucose,Number,2019,54.89642003128667,73.37325645003911,40.386553281984355
DALYs (Disability-Adjusted Life Years),Guyana,Female,15-19 years,All causes,High fasting plasma glucose,Number,2019,94.89941710628524,125.64464503384444,69.82097263229278
DALYs (Disability-Adjusted Life Years),Guyana,Both,15-19 years,All causes,High fasting plasma glucose,Number,2019,149.79583713757157,193.96211649023022,113.4909652389887
